iso2,centroid.lon,centroid.lat,capital.lon,capital.lat
JP,139.005,37.5471,,
ME,18.8259,42.8341,,
LR,-8.73626,6.8643,,
AF,62.2069,30.7528,,
IQ,42.7469,35.9228,,
CN,106.038,37.1762,,
VN,105.852,20.2722,,
VN,108.925,11.6242,,
HT,-73.3909,18.4297,,
RS,21.9087,43.3388,,
MD,28.2369,47.0476,,
SK,18.3966,48.1443,,
TO,-173.757,-15.9558,,
NU,-169.866,-19.0467,,
RU,44.7751,56.1384,,
TZ,34.8871,-9.39902,,
MW,34.1604,-11.6281,,
MW,34.1715,-12.8398,,
HU,19.5146,47.9662,,
TH,102.311,17.2392,,
TH,102.754,17.7553,,
TH,100.407,13.8933,,
MV,73.3837,5.78713,,
NL,5.16122,51.6008,,
NL,4.89736,52.5748,,
CM,13.8908,8.90981,,
FR,3.22709,50.403,,
HT,-72.3274,19.6412,,
NC,165.058,-21.0082,,
HT,-71.9088,19.4929,,
CD,28.5939,-0.659128,,
CM,10.4002,6.34548,,
HT,-73.0166,19.8257,,
NO,12.2637,64.2773,,
DK,9.73299,56.8261,,
NO,14.7203,66.7347,,
DE,7.65708,51.6146,,
GB,0.953164,52.6602,,
AU,159.076,-31.586,,
NF,167.954,-29.033,,
IS,-17.1782,65.3752,,
IS,-19.7011,65.1515,,
SE,20.4529,66.837,,
CO,-72.8175,8.086,,
HK,114.148,22.5063,,
BW,27.4487,-20.9374,,
KE,40.2748,1.01482,,
BW,23.4709,-19.6141,,
ZM,24.7847,-12.7303,,
BS,-77.6354,26.8873,,
BS,-77.9976,24.8276,,
GB,-4.7108,55.7113,,
,27.535,8.90381,,
GM,-15.9799,13.5236,,
TC,-71.9298,21.8916,,
US,-78.866,35.6152,,
KR,127.668,36.7476,,
US,-100.302,47.4675,,
SD,25.506,16.4602,,
GB,-5.71772,54.6476,,
SG,103.925,1.38379,,
GB,-0.130193,53.5168,,
BS,-76.59,25.4383,,
KR,128.708,36.3396,,
AI,-63.074,18.2243,,
KR,127.081,35.679,,
FI,29.9637,62.7879,,
KZ,69.0682,54.4528,,
IR,57.0475,37.5789,,
SD,29.6122,14.5295,,
GB,-3.9392,55.8694,,
LB,36.0424,34.3933,,
GB,-0.570942,53.5741,,
RU,44.1653,42.9969,,
AI,-63.033,18.2606,,
PG,154.632,-5.23625,,
GB,-2.79158,51.4109,,
IE,-7.97632,52.7597,,
GB,-1.48264,55.0184,,
SG,103.808,1.41809,,
ZA,25.7403,-26.3999,,
GB,-1.37567,54.2158,,
GB,-0.882413,52.3083,,
MK,21.8853,42.2098,,
FJ,178.308,-16.8107,,
GH,-1.11905,9.27258,,
PG,148.227,-9.11432,,
RW,29.8587,-1.61148,,
SD,28.8329,19.3151,,
SL,-11.9468,9.14067,,
ZM,30.7539,-9.79906,,
PK,74.9848,35.7864,,
ZA,20.9961,-29.7437,,
,33.6025,35.1975,,
MP,145.674,16.3573,,
FI,26.2356,65.1599,,
PH,124.812,12.3786,,
FI,27.5702,63.1933,,
AU,133.78,-20.1026,,
NZ,173.981,-35.5874,,
GB,-2.07057,55.3152,,
CA,-119.942,64.0831,,
GR,25.4867,37.0538,,
GB,-1.16592,52.9352,,
GB,-0.983216,53.1186,,
MR,-15.92,18.139,,
BF,-3.34011,10.251,,
SI,13.7337,45.8796,,
CA,-62.8113,45.2293,,
IT,8.53757,45.5878,,
MK,21.6586,41.0253,,
RU,32.9454,58.4228,,
,21.3818,42.58,,
SI,15.1945,45.7779,,
MK,22.8701,41.4278,,
RU,80.0832,55.3139,,
MW,35.1003,-17.0479,,
MW,34.6861,-14.7843,,
MW,33.8763,-13.2659,,
UG,30.3756,1.02038,,
UG,30.3139,-0.976405,,
PH,120.998,15.6863,,
VE,-63.9689,10.9719,,
NI,-86.2589,13.7183,,
PH,121.101,16.3729,,
MX,-99.8307,25.6178,,
SO,48.849,8.46102,,
CA,-97.1443,64.3853,,
IT,9.40063,40.3324,,
AF,70.7567,35.2898,,
ID,116.294,-8.57106,,
ID,120.689,-8.58443,,
LK,80.6991,6.93625,,
UG,31.8584,2.57094,,
GA,10.9768,-2.97713,,
KE,34.4239,-0.511452,,
HU,21.7602,47.9357,,
GN,-8.73838,8.05075,,
MX,-96.2087,16.94,,
AT,13.856,48.2377,,
,21.055,42.6794,,
DJ,43.0464,12.2842,,
CH,8.20594,46.8686,,
MD,27.5685,48.4024,,
HN,-89.0399,14.5248,,
UA,29.7568,46.0315,,
SI,16.28,46.5874,,
IE,-7.53214,53.2565,,
IT,9.52093,39.8913,,
GA,12.8739,0.72338,,
GA,12.5284,-0.972672,,
GA,8.99566,-0.682548,,
LV,25.1269,56.8577,,
NG,3.29255,7.01845,,
AZ,47.4853,41.04,,
NA,16.7798,-17.5789,,
US,-82.6719,40.0924,,
MK,20.8501,41.0273,,
GW,-15.3013,12.2794,,
FR,2.64323,49.3967,,
JP,131.449,33.2006,,
JP,133.831,34.8521,,
JP,123.802,24.3349,,
US,-97.1309,35.452,,
LV,23.9561,56.789,,
HN,-85.9937,14.8052,,
IT,9.28605,40.9282,,
GB,-2.03581,53.5527,,
CZ,17.1244,49.6928,,
PH,120.282,14.8618,,
RO,24.3781,44.3288,,
GB,-7.31156,54.5823,,
NA,19.4738,-22.0526,,
CF,17.802,5.17659,,
MN,103.762,43.4636,,
RU,73.3995,56.0471,,
NA,14.8918,-18.3099,,
NG,5.19165,7.1444,,
VN,105.586,10.6644,,
CA,-84.7943,50.5244,,
SI,15.456,46.381,,
PL,17.7998,50.5498,,
NO,9.24644,61.5731,,
,20.609,42.3901,,
DZ,-0.610009,35.5208,,
ZA,26.4914,-28.5815,,
BZ,-88.8552,17.7122,,
AD,1.52437,42.6036,,
TR,37.4229,40.8376,,
AZ,45.9272,39.0972,,
SE,15.0594,59.3913,,
US,-120.386,43.8333,,
RU,36.4166,52.8778,,
EC,-76.4248,-0.875888,,
RU,56.2149,51.5157,,
ES,-7.59234,42.1609,,
MD,28.8156,47.3961,,
MN,104.286,49.0077,,
MA,-2.5158,33.6161,,
CD,26.785,2.40438,,
IN,84.4341,20.625,,
IT,8.73034,40.0001,,
GB,-3.15683,58.9715,,
PH,124.572,11.0197,,
SI,16.1469,46.4411,,
FR,0.0632139,48.6533,,
ET,40.2242,7.55642,,
BO,-67.5984,-18.7151,,
JP,135.519,34.5993,,
KG,73.177,40.1122,,
NA,15.662,-18.4961,,
NA,17.0179,-18.5381,,
HR,18.506,45.4948,,
NO,10.6419,60.0237,,
MK,21.0347,41.5771,,
TR,36.3011,37.1737,,
SE,15.7022,58.3655,,
NO,11.2074,59.4065,,
FI,22.1482,63.0354,,
NG,4.54911,7.47613,,
NZ,169.887,-45.4296,,
KH,103.55,14.1712,,
NA,18.2876,-20.0032,,
UG,33.3294,2.47637,,
TD,21.1068,13.4714,,
CF,20.7064,5.99454,,
DZ,6.2527,31.0014,,
BF,-1.28565,12.6477,,
BF,-0.411597,14.5769,,
LA,101.548,20.161,,
MA,-14.9815,23.0116,,
BJ,2.55171,6.59423,,
CM,10.5889,5.36694,,
HT,-72.2399,18.5501,,
CF,17.8774,6.92835,,
CF,16.0108,6.67901,,
DZ,7.00715,35.891,,
SC,46.4946,-9.73919,,
NL,6.41649,52.4311,,
MN,102.857,45.7785,,
GB,-1.29123,51.7912,,
UG,32.5298,2.37882,,
NG,3.61681,8.18969,,
LV,23.9479,56.6377,,
KP,124.698,39.5177,,
KP,126.158,39.5005,,
KP,125.955,38.9808,,
UG,32.8933,2.87543,,
IT,11.8371,45.361,,
BM,-64.7811,32.2784,,
MY,102.491,3.84557,,
FI,25.6876,61.2034,,
AF,68.651,32.5106,,
AF,69.3826,33.575,,
WS,-172.454,-13.7195,,
PH,117.912,9.02764,,
ES,-4.59868,42.3386,,
IT,13.5583,37.889,,
UG,33.688,1.18799,,
CK,-159.771,-18.8968,,
UM,-162.076,5.88359,,
PH,120.651,15.0215,,
MU,57.573,-20.0899,,
PA,-78.9283,9.08628,,
BO,-67.4319,-11.273,,
LT,24.9143,56.0725,,
PH,120.341,15.8696,,
MT,14.505,35.8727,,
CY,32.5276,34.9307,,
ID,138.689,-4.10825,,
BR,-52.6491,-4.44313,,
SR,-55.3042,5.49368,,
CN,111.201,15.7833,,
PY,-57.146,-25.9805,,
BR,-36.2726,-7.34234,,
SR,-55.1707,5.84317,,
BR,-51.3228,-24.6618,,
PH,121.016,14.49,,
CZ,16.2784,49.8651,,
LV,25.0767,57.3575,,
FR,2.34347,48.8594,,
IT,10.04,44.6355,,
EE,23.9802,58.1294,,
BT,89.3837,27.4896,,
AF,69.7587,35.3368,,
AF,68.8995,34.9984,,
FR,2.3614,50.4661,,
PH,120.999,14.5449,,
PE,-75.4586,-10.3457,,
PH,121.1,14.568,,
BF,-2.10662,12.8734,,
EC,-76.8768,-1.84655,,
PH,121.083,14.543,,
TH,100.625,14.034,,
TH,101.381,6.7391,,
CV,-25.0151,17.1179,,
IT,9.2558,45.1396,,
LV,21.2474,56.8115,,
KZ,76.3751,52.2076,,
UY,-57.224,-32.0933,,
BG,24.1391,42.192,,
RS,22.0252,42.5543,,
,20.3112,42.6569,,
HU,18.2337,46.0699,,
DO,-71.5201,17.9396,,
MK,21.4512,41.147,,
PW,134.259,7.02649,,
GR,22.3501,37.3319,,
BT,91.3405,26.9641,,
BM,-64.7997,32.2995,,
MT,14.4756,35.9279,,
GB,-4.90281,51.6602,,
TT,-61.4269,10.1459,,
VU,168.195,-15.7575,,
TW,119.597,23.5724,,
US,-77.6094,40.8601,,
CK,-157.956,-8.99614,,
RU,44.8159,53.0562,,
MY,101.059,4.74737,,
DO,-70.3799,18.359,,
MY,100.253,6.52169,,
RU,56.5878,58.8735,,
BR,-37.2958,-8.47283,,
BG,22.8519,42.6064,,
GB,-3.88225,56.571,,
IT,12.4925,43.1011,,
IT,12.6409,43.7017,,
IT,13.8877,42.3126,,
SI,15.7082,46.6254,,
HU,19.4435,47.4344,,
GT,-90.0321,16.888,,
GB,-0.270107,52.5833,,
MW,35.667,-15.6883,,
TH,98.394,8.57678,,
TH,100.062,7.47276,,
TH,100.16,19.1866,,
MK,22.8833,41.7917,,
TH,101.21,16.2589,,
TH,99.5964,12.8727,,
TH,100.374,16.2321,,
TH,100.49,16.9748,,
KH,104.874,11.5733,,
LA,102.245,21.6153,,
TH,100.522,14.402,,
TH,99.9263,18.0577,,
VN,105.143,21.3127,,
VN,109.064,13.1647,,
TH,98.3472,7.97108,,
IT,9.58167,44.8704,,
BR,-43.1974,-8.08698,,
EC,-78.5045,-0.087133,,
MT,14.4927,35.8891,,
CU,-83.674,22.4952,,
TW,120.661,22.5344,,
SI,13.6309,45.4801,,
FI,23.7573,61.6936,,
RS,22.5488,43.1029,,
IT,10.6759,43.5528,,
IT,10.8592,43.9481,,
GN,-12.62,10.9341,,
PN,-130.102,-25.0707,,
GL,-68.3611,76.4432,,
PE,-80.2868,-5.09955,,
SI,14.2444,45.6834,,
MU,57.5197,-20.3599,,
SC,55.4693,-4.65451,,
LI,9.5494,47.1875,,
MK,21.1173,41.4424,,
BJ,2.60483,7.15213,,
NG,9.60601,8.95327,,
CG,15.3777,-2.04221,,
TG,1.05973,7.38285,,
ME,19.9168,42.5985,,
LV,25.731,56.6868,,
BG,24.6181,43.4953,,
ME,19.2264,43.3019,,
BG,24.8449,42.3061,,
ME,18.8229,43.1483,,
GB,-4.11254,50.3951,,
CZ,13.2001,49.6458,,
SI,15.6501,46.048,,
ME,19.3069,42.4462,,
PL,22.7225,53.3396,,
SI,15.8719,46.3116,,
,21.1831,42.867,,
RS,20.9527,44.4765,,
SI,15.3569,46.6021,,
FM,158.163,6.86579,,
TT,-61.6685,10.1669,,
SC,55.5163,-4.67403,,
CG,11.859,-4.80537,,
MK,20.8349,41.8584,,
LK,81.048,7.99997,,
UA,33.7723,49.6978,,
EE,27.1696,58.0905,,
SI,15.087,46.3034,,
PL,18.272,54.26,,
GY,-59.9838,6.18361,,
RS,21.3631,43.9757,,
RS,21.1638,43.5211,,
ES,-8.4998,42.5257,,
CG,15.0436,-3.71115,,
GB,-1.96155,50.7427,,
IT,12.6981,46.2122,,
SC,55.4262,-4.65351,,
MU,57.5296,-20.1667,,
MU,57.5038,-20.1496,,
TT,-61.5204,10.6647,,
PT,-7.65389,39.2822,,
JM,-76.5041,18.1179,,
PT,-8.33114,41.2118,,
CV,-25.2258,17.0173,,
GB,-0.979793,50.8032,,
VE,-69.3776,9.15625,,
BA,18.2977,45.06,,
SI,14.1802,45.7924,,
GY,-59.2238,4.93151,,
IT,15.9408,40.3331,,
BO,-66.7701,-20.9033,,
KH,103.549,12.3391,,
GB,-3.4415,52.338,,
TH,101.594,14.1081,,
TH,99.7274,12.3053,,
CZ,14.4487,50.0647,,
RO,26.0168,45.1133,,
CV,-23.5159,14.9529,,
LC,-60.918,13.8674,,
IT,11.0826,43.8965,,
KH,105.125,13.728,,
SI,15.0943,46.2214,,
SI,14.46,46.3286,,
LV,26.696,56.2674,,
PY,-58.9417,-23.4234,,
SK,21.2037,49.1426,,
SI,14.8823,46.5675,,
KH,105.473,11.3561,,
LV,21.555,56.4189,,
LV,25.4447,57.3657,,
MK,21.6444,41.2806,,
RU,134.594,44.8622,,
HR,14.6925,45.3736,,
CA,-63.3862,46.3417,,
TT,-61.3096,10.2039,,
ST,7.39374,1.60769,,
,21.2515,42.6882,,
,20.7289,42.1884,,
MK,22.174,41.9372,,
TC,-72.2861,21.7987,,
RU,29.1229,57.2449,,
SI,15.8673,46.4273,,
SI,16.132,46.7506,,
IN,79.7758,10.9224,,
MX,-97.8889,18.549,,
DO,-70.7972,19.7427,,
PH,118.673,9.89211,,
PR,-66.4441,18.2448,,
CK,-165.802,-10.9163,,
MY,100.261,5.36839,,
BT,89.8223,27.6756,,
IN,75.3762,31.0245,,
PK,72.3449,31.3589,,
CR,-83.2294,8.93419,,
MY,101.706,2.93814,,
LK,79.9111,7.94944,,
CO,-75.5514,0.420217,,
FR,3.26844,45.8135,,
TZ,39.7491,-7.86726,,
FR,-0.74999,43.259,,
FR,2.54908,42.5738,,
GL,-49.3311,74.5573,,
LS,28.6768,-29.9679,,
MT,14.3163,36.0332,,
KZ,70.1925,48.0823,,
AZ,46.7976,41.375,,
AZ,45.2004,41.0778,,
IR,49.6996,36.0552,,
AZ,47.7784,40.9578,,
GL,-47.3782,66.5487,,
EG,32.4417,26.1216,,
CN,96.2377,35.2652,,
AZ,48.9623,40.4977,,
IR,50.978,34.6662,,
MT,14.4684,35.8753,,
KZ,64.1291,51.2854,,
MT,14.4531,35.8312,,
VN,106.357,17.4691,,
VN,107.955,15.6535,,
VN,108.686,14.9971,,
VN,107.181,21.223,,
VN,106.973,16.7204,,
MU,57.4801,-20.2688,,
AZ,48.3368,41.1847,,
AZ,46.5917,39.3434,,
CA,-73.7168,52.2593,,
AU,144.778,-23.1364,,
MX,-99.9663,20.7392,,
GT,-91.7831,14.7269,,
PH,122.037,13.8708,,
PH,121.067,14.6711,,
GT,-90.8819,15.5049,,
GW,-15.1905,11.5576,,
CO,-75.64,4.47197,,
MX,-88.344,19.3861,,
PH,121.663,16.2982,,
SY,35.9145,33.053,,
AZ,48.1944,41.4005,,
LS,27.9441,-30.3539,,
KZ,63.6151,44.6012,,
MV,72.9751,5.80628,,
MT,14.3774,35.8833,,
MA,-6.42079,33.6986,,
SI,15.6401,46.4507,,
GE,43.1304,42.6296,,
SI,15.1559,46.0658,,
SI,16.0594,46.6266,,
SI,15.2526,46.6029,,
MK,22.4679,41.6365,,
SI,14.1929,46.3361,,
BS,-75.7413,22.2296,,
IT,14.6539,36.9079,,
MH,168.959,7.59556,,
IN,73.8556,26.7468,,
BD,89.0438,24.6664,,
CK,-161.065,-10.0641,,
UG,31.5253,-0.753019,,
MM,93.6396,20.2747,,
BD,89.112,25.7571,,
MK,22.1049,42.1895,,
TH,98.58,9.51717,,
EE,24.6953,58.9829,,
NP,82.5518,28.3268,,
CK,-159.789,-21.2088,,
AE,55.9791,25.6964,,
RS,20.5783,43.3811,,
KP,130.373,42.3414,,
MH,170.243,9.45915,,
TH,99.6128,13.4964,,
LK,80.5623,6.57933,,
LV,25.641,57.3411,,
IT,12.0852,44.4235,,
SI,14.9541,46.5451,,
YE,43.758,14.6655,,
TH,101.402,12.8125,,
IR,58.7976,35.584,,
BG,26.5873,43.6291,,
SI,16.2803,46.5269,,
GB,-1.03367,51.4497,,
SD,35.8873,19.5289,,
GB,0.0852329,51.5732,,
GB,-0.999287,54.5485,,
AG,-62.3467,16.9335,,
IT,16.0152,38.2363,,
IT,10.6186,44.6699,,
CL,-70.7527,-33.4568,,
DZ,0.820498,35.8174,,
GB,-4.55373,55.8437,,
SB,160.273,-11.6204,,
MK,21.0472,41.027,,
GT,-91.8364,14.3957,,
IS,-21.8646,64.0828,,
LV,27.3335,56.516,,
LV,27.2633,56.3554,,
MD,28.819,47.6683,,
MD,29.084,47.7344,,
DE,7.36974,49.8685,,
US,-71.5082,41.6242,,
GB,-3.40988,51.617,,
FR,4.64841,45.841,,
ID,101.745,0.396892,,
CV,-24.287,16.6197,,
CV,-25.1204,17.1418,,
CV,-23.6404,14.9768,,
SI,14.7047,45.7413,,
SI,15.2558,46.5309,,
GB,-0.298542,51.4072,,
LV,26.8189,56.3637,,
IT,12.9445,42.3382,,
SY,37.0728,33.5286,,
KE,36.0169,1.15655,,
LV,24.1235,56.9878,,
IT,12.5607,43.9996,,
TT,-61.1024,10.2814,,
BR,-43.1152,-22.4049,,
BR,-36.5472,-5.66157,,
BR,-53.656,-29.7277,,
AR,-67.3641,-40.1261,,
UY,-57.4891,-32.7441,,
NI,-84.5184,11.1691,,
CO,-75.6743,4.82682,,
MD,27.5565,47.9614,,
NI,-85.7633,11.3524,,
LR,-9.39724,5.82919,,
LR,-7.91438,5.29303,,
SD,33.7623,17.558,,
UY,-55.3279,-31.4683,,
NG,6.81969,4.9979,,
MU,57.6557,-20.0651,,
MU,57.4149,-20.3424,,
UA,26.3841,51.048,,
PH,121.284,14.6809,,
TR,40.8691,40.9466,,
UY,-53.9584,-33.9106,,
GB,-2.1438,53.6277,,
SC,55.4828,-4.6495,,
MU,63.4542,-19.697,,
NO,6.41809,59.1585,,
SI,15.6536,46.2433,,
SI,16.017,46.799,,
SI,15.7385,46.2383,,
TH,103.827,15.9601,,
LV,22.7688,57.4888,,
IT,12.7308,41.965,,
PH,122.555,12.4045,,
BR,-63.1439,-10.9712,,
LV,24.5818,56.9649,,
BR,-61.3325,1.93803,,
IE,-8.21208,53.7738,,
AS,-168.166,-14.525,,
RU,41.2613,47.9913,,
MP,145.205,14.1465,,
KH,107.082,13.2418,,
GB,-1.29072,53.3854,,
FJ,177.067,-12.4964,,
IT,11.8695,45.0532,,
GB,-0.700975,51.4769,,
ME,20.2013,42.8615,,
UG,29.9095,-0.269997,,
LV,21.2115,56.2259,,
LV,27.1093,56.9853,,
LI,9.51882,47.2458,,
LV,25.2607,57.8851,,
UG,29.9095,-0.710038,,
TZ,31.3337,-7.8958,,
BS,-74.8408,23.6787,,
MW,33.953,-10.7114,,
LV,23.9643,56.4087,,
BG,25.9305,43.6211,,
SI,15.486,46.5156,,
BI,30.1331,-3.84824,,
GB,-0.610216,52.657,,
TZ,36.3365,-10.7136,,
BI,30.3391,-3.44273,,
KP,127.875,40.9611,,
RU,40.6258,54.3363,,
TH,102.384,13.8589,,
EE,23.2464,57.8027,,
DE,6.86625,49.4026,,
AZ,48.4591,39.7892,,
NL,-63.2371,17.6325,,
MY,117.095,5.31115,,
LY,15.1065,27.2371,,
AZ,48.8122,39.8179,,
GT,-90.7545,14.6139,,
DE,13.4596,51.0053,,
DE,11.6796,51.9338,,
YE,44.0404,16.9876,,
MT,14.4902,35.8323,,
JP,130.147,33.0097,,
MM,95.1821,23.7031,,
NP,86.6607,27.2719,,
AZ,45.5799,39.4227,,
HK,114.249,22.3463,,
DZ,0.178599,34.5917,,
SN,-14.9945,16.3051,,
PM,-56.1918,46.7795,,
BB,-59.5759,13.2551,,
DM,-61.3589,15.5378,,
GD,-61.6329,12.1224,,
JM,-76.7685,18.0229,,
VC,-61.2287,13.1977,,
JM,-77.2438,18.3194,,
KN,-62.8369,17.3574,,
MS,-62.1886,16.7048,,
BL,-62.8288,17.9017,,
JM,-77.0292,17.8518,,
VI,-64.7798,17.735,,
DM,-61.2919,15.3956,,
GD,-61.6617,12.055,,
VC,-61.204,13.3142,,
JM,-77.7646,18.0537,,
AG,-61.7804,17.1084,,
BB,-59.5479,13.1489,,
DM,-61.3489,15.3,,
GD,-61.7226,12.0681,,
VC,-61.1899,13.1695,,
KN,-62.6868,17.2836,,
KN,-62.5571,17.1301,,
BM,-64.6998,32.3645,,
MS,-62.1671,16.7442,,
SH,-5.70643,-15.9317,,
BB,-59.6259,13.192,,
JM,-77.8715,18.3637,,
KN,-62.5718,17.1782,,
AG,-61.8237,17.1101,,
BB,-59.5039,13.1795,,
DM,-61.4483,15.5767,,
GD,-61.7094,12.1446,,
VI,-64.7461,18.3422,,
KN,-62.7967,17.382,,
KN,-62.5949,17.1162,,
BB,-59.5495,13.2118,,
DM,-61.3863,15.4355,,
MT,14.1971,36.0471,,
SC,55.4388,-4.62247,,
BB,-59.615,13.3177,,
DM,-61.3644,15.2483,,
DM,-61.3612,15.2217,,
GD,-61.6749,12.189,,
AG,-61.857,17.0368,,
JM,-76.8859,18.2655,,
KN,-62.7286,17.3459,,
BB,-59.6047,13.118,,
DM,-61.3052,15.2768,,
GD,-61.6342,12.2147,,
VC,-61.2534,13.2313,,
AG,-61.7671,17.0352,,
DM,-61.3717,15.3529,,
KN,-62.8337,17.3911,,
KN,-62.6162,17.135,,
AG,-61.7404,17.0935,,
BB,-59.6109,13.2679,,
DM,-61.4448,15.4986,,
MS,-62.2017,16.7762,,
KN,-62.7065,17.3221,,
AG,-61.7021,17.0601,,
BB,-59.47,13.1368,,
BB,-59.5898,13.1877,,
JM,-76.4226,17.951,,
VI,-64.9263,18.3543,,
KN,-62.6064,17.1597,,
KN,-62.7943,17.3279,,
MP,145.744,15.1921,,
JP,139.287,36.0173,,
TR,30.4439,40.6596,,
RU,130.989,65.5964,,
RU,152.467,47.3479,,
TH,103.845,17.3577,,
CV,-22.9363,16.7251,,
IQ,43.7294,34.3421,,
LV,24.41,57.746,,
RO,23.1615,47.1483,,
ES,-5.9926,40.8324,,
TD,20.6054,10.5811,,
LV,25.7187,56.4905,,
LV,24.365,56.8708,,
LV,22.4024,56.6408,,
IT,15.2189,40.4362,,
GB,-2.40861,53.5006,,
HU,19.7907,48.1057,,
MW,34.4903,-13.7572,,
SI,16.2448,46.8451,,
TC,-71.2072,21.3295,,
AR,-64.4715,-25.0203,,
UY,-57.0428,-31.4398,,
,20.0899,60.322,,
AZ,49.0495,39.7198,,
AT,13.0106,47.2534,,
DO,-69.4756,19.2717,,
AF,67.683,36.0506,,
PH,124.999,11.8292,,
RU,50.4377,53.1783,,
UZ,66.3126,39.9926,,
AZ,48.5986,40.3768,,
BT,89.0493,27.0219,,
BT,91.7328,26.9509,,
GE,42.3632,42.5492,,
TR,36.0198,41.2761,,
GE,43.2296,41.5149,,
TH,100.704,13.606,,
TH,100.225,13.5655,,
TH,99.9736,13.4036,,
AZ,46.4234,40.8795,,
CO,-81.7049,12.5429,,
DO,-70.1914,18.5126,,
TT,-61.4589,10.2772,,
MT,14.4756,35.905,,
CR,-84.0105,9.60369,,
UY,-56.7651,-34.3117,,
DO,-70.525,18.6367,,
AR,-68.6612,-30.97,,
DO,-71.2622,18.8948,,
PH,121.044,14.5975,,
TT,-61.4498,10.613,,
AR,-66.135,-33.9469,,
MX,-100.324,22.4465,,
GT,-91.9311,15.0311,,
SM,12.4243,43.9215,,
PE,-76.6238,-7.30853,,
SV,-88.1953,13.4882,,
PY,-56.6053,-24.2001,,
DO,-69.3484,18.4796,,
BS,-74.4785,24.0513,,
SV,-89.1488,13.713,,
SV,-88.6917,13.6291,,
YE,44.368,15.2262,,
DO,-70.15,19.0101,,
CU,-79.3804,21.9618,,
PG,141.741,-3.45778,,
GB,-2.00281,52.5118,,
AI,-63.0814,18.2192,,
AI,-63.0151,18.2301,,
BM,-64.8687,32.2985,,
CG,15.7466,1.12682,,
CF,16.3383,3.21418,,
TT,-61.1277,10.6838,,
BF,-2.57298,12.2508,,
CH,9.21267,47.1524,,
TR,39.0508,37.3189,,
VU,167.155,-15.6781,,
BF,-1.08045,13.227,,
MT,14.2514,36.0201,,
AD,1.47975,42.4511,,
SV,-89.5013,14.1024,,
HN,-88.33,15.0527,,
BR,-51.1586,-27.0392,,
CV,-23.7027,15.0918,,
CV,-24.3301,14.9241,,
AR,-69.6596,-49.0428,,
BO,-61.137,-16.5168,,
CV,-23.5494,15.1157,,
ES,-16.6144,28.2566,,
EC,-80.5772,-2.15487,,
AR,-60.8593,-30.7764,,
MT,14.5028,35.8531,,
GT,-90.3389,14.1651,,
MT,14.4781,35.8865,,
CO,-73.4981,6.85402,,
PT,-8.40378,39.291,,
DO,-70.8974,19.2636,,
PH,121.511,16.7428,,
CU,-76.2117,20.1959,,
AR,-63.445,-27.6882,,
DO,-71.2919,19.3626,,
DO,-69.8427,18.5664,,
EC,-79.2525,-0.34834,,
CV,-23.5254,15.0152,,
CV,-24.4403,14.9241,,
CV,-23.5781,15.0439,,
CV,-23.6356,15.178,,
BR,-48.5206,-22.2267,,
CV,-23.6164,15.0678,,
ST,6.61185,0.234574,,
CV,-24.972,16.8449,,
FR,4.5138,46.6789,,
TH,100.909,14.4914,,
MK,21.2491,41.975,,
BA,18.3077,43.7991,,
BA,18.751,43.9275,,
SR,-55.6138,5.70188,,
PH,125.303,5.95631,,
RU,46.6368,51.6742,,
LA,106.248,15.7614,,
MY,113.344,2.44952,,
AF,66.2158,35.7062,,
GG,-2.36628,49.4309,,
FR,0.170679,47.9682,,
CA,-105.682,54.4965,,
IT,8.68451,40.6361,,
FI,22.1012,61.4773,,
RO,22.8986,47.6632,,
TH,99.9633,6.85827,,
WS,-172.635,-13.6365,,
LV,24.4305,57.2552,,
MG,49.8621,-14.3074,,
CI,-5.36817,9.82238,,
TG,0.415303,10.5136,,
LA,105.771,16.4937,,
MU,57.5211,-20.464,,
ME,19.1516,42.9571,,
FR,6.47098,45.4832,,
IT,8.28916,44.2864,,
,117.754,15.1521,,
LI,9.51381,47.1819,,
CH,8.6232,47.7205,,
LI,9.53828,47.242,,
DE,9.84605,54.1315,,
CH,8.68573,47.0455,,
GB,-2.77899,55.4929,,
AZ,44.8638,39.699,,
SN,-15.6151,12.8803,,
GB,-3.05568,53.5647,,
ML,-5.51952,13.5852,,
ES,-4.04672,41.2066,,
FR,2.84201,48.5515,,
FR,1.1513,49.5936,,
FR,2.51916,48.9289,,
LV,24.5327,57.198,,
KR,127.229,36.4974,,
AZ,47.1565,41.0486,,
AZ,47.1885,41.1882,,
MY,101.428,3.3078,,
BW,27.8625,-21.9728,,
MN,106.46,48.8536,,
SI,15.4976,46.5799,,
UG,31.3783,0.0246698,,
ER,37.9175,16.6263,,
SI,15.161,45.6477,,
AZ,46.0161,40.8317,,
IR,54.4381,35.4243,,
SI,13.6431,45.9187,,
SI,14.4252,46.2408,,
MT,14.5149,35.8864,,
SD,34.252,13.21,,
BF,-0.07114,13.8673,,
SI,15.713,46.6904,,
SI,15.3503,45.8143,,
SI,15.4424,46.1784,,
KR,126.994,37.5408,,
UG,33.4424,1.50212,,
BR,-37.3836,-10.5918,,
,-78.6381,15.864,,
SM,12.4721,43.9676,,
AZ,45.0172,39.5929,,
NP,81.163,29.312,,
DZ,5.38428,36.0513,,
PT,-8.57318,38.2071,,
UA,33.6396,44.5182,,
RS,19.5801,45.9326,,
RS,20.2047,45.9589,,
